,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
736,26.0,1.0,0.0,5.0,17.0,5.0,0.14195,,
737,,1.0,13.0,4.0,42.0,17.6,0.768768,6.623232,
738,,1.0,4.0,0.0,19.0,11.0,1.18503,0.90497,
739,24.0,,4.0,1.0,23.0,4.9,0.242305,0.884695,
740,26.0,,3.0,1.0,40.0,10.8,1.89648,2.42352,
741,34.0,,10.0,12.0,48.0,5.1,0.264384,2.183616,
742,44.0,4.0,18.0,,78.0,1.0,0.56472,0.21528,
743,46.0,1.0,9.0,,72.0,5.0,0.828,2.772,
744,40.0,1.0,17.0,,55.0,11.4,2.12553,4.14447,
745,37.0,4.0,2.0,,29.0,15.4,2.782318,1.683682,
746,35.0,3.0,5.0,13.0,30.0,10.6,1.5264,1.6536,
747,46.0,2.0,18.0,18.0,55.0,4.4,,2.00134,
748,40.0,3.0,5.0,18.0,28.0,10.0,,1.5372,
749,48.0,2.0,21.0,14.0,86.0,1.2,0.145512,0.886488,
750,53.0,1.0,33.0,25.0,324.0,7.0,,15.62652,
751,45.0,3.0,9.0,0.0,84.0,13.1,1.276464,9.727536,
752,32.0,3.0,6.0,12.0,22.0,6.7,0.384714,1.089286,
753,43.0,1.0,15.0,21.0,62.0,9.4,0.693532,5.134468,
754,29.0,2.0,3.0,9.0,32.0,9.0,1.07136,1.80864,
755,47.0,2.0,7.0,24.0,49.0,0.9,0.253575,0.187425,
756,21.0,2.0,1.0,0.0,17.0,10.5,0.555135,1.229865,
757,30.0,1.0,0.0,2.0,20.0,5.4,0.62208,0.45792,
758,25.0,3.0,3.0,2.0,54.0,7.4,1.162836,2.833164,
759,27.0,1.0,6.0,2.0,52.0,13.8,1.90164,5.27436,
760,36.0,1.0,4.0,17.0,25.0,4.0,0.144,0.856,
761,35.0,1.0,12.0,3.0,30.0,15.4,1.89882,2.72118,
762,33.0,1.0,11.0,6.0,35.0,15.9,0.506415,5.058585,
763,21.0,3.0,0.0,1.0,41.0,19.5,2.36652,5.62848,
764,44.0,1.0,18.0,0.0,61.0,10.8,2.806488,3.781512,
765,37.0,1.0,19.0,7.0,38.0,13.5,2.59065,2.53935,
766,27.0,1.0,5.0,7.0,26.0,6.8,0.54808,1.21992,
767,37.0,2.0,11.0,11.0,47.0,9.6,1.597248,2.914752,
768,48.0,2.0,9.0,22.0,44.0,5.9,2.133912,0.462088,
769,30.0,1.0,4.0,2.0,21.0,3.5,0.228585,0.506415,
770,22.0,4.0,0.0,1.0,25.0,12.2,1.49145,1.55855,
771,39.0,2.0,18.0,18.0,47.0,7.6,1.564536,2.007464,
772,26.0,1.0,5.0,6.0,18.0,15.5,0.57474,2.21526,
773,29.0,2.0,9.0,8.0,30.0,21.7,3.6456,2.8644,
774,47.0,1.0,29.0,20.0,169.0,2.2,0.349492,3.368508,
775,33.0,2.0,5.0,2.0,37.0,8.4,1.028748,2.079252,
776,23.0,2.0,2.0,2.0,48.0,7.5,0.5112,3.0888,
777,25.0,2.0,5.0,5.0,35.0,16.5,1.969275,3.805725,
778,34.0,1.0,4.0,6.0,23.0,5.6,0.616952,0.671048,
779,56.0,1.0,19.0,26.0,66.0,3.3,0.847242,1.330758,
780,32.0,1.0,7.0,10.0,23.0,9.8,0.861028,1.392972,
781,27.0,3.0,0.0,4.0,50.0,14.7,1.0437,6.3063,
782,41.0,2.0,6.0,7.0,36.0,13.9,1.486188,3.517812,
783,30.0,1.0,8.0,11.0,27.0,20.3,3.743523,1.737477,
784,38.0,4.0,13.0,2.0,126.0,13.7,7.612542,9.649458,
785,31.0,1.0,6.0,1.0,45.0,7.3,0.58473,2.70027,
786,37.0,3.0,16.0,8.0,75.0,0.1,0.02205,0.05295,
787,30.0,2.0,2.0,2.0,26.0,3.8,0.248976,0.739024,
788,44.0,2.0,8.0,18.0,43.0,5.0,0.5547,1.5953,
789,25.0,2.0,5.0,3.0,42.0,15.5,3.36567,3.14433,
790,33.0,2.0,10.0,2.0,54.0,3.0,0.11988,1.50012,
791,25.0,1.0,3.0,5.0,31.0,8.1,0.881361,1.629639,
792,45.0,1.0,14.0,26.0,46.0,5.1,1.262148,1.083852,
793,23.0,1.0,6.0,2.0,15.0,12.7,1.37541,0.52959,
794,43.0,1.0,24.0,22.0,254.0,7.7,7.001764,12.556236,
795,38.0,2.0,12.0,14.0,40.0,5.1,0.8976,1.1424,
796,24.0,1.0,1.0,4.0,16.0,7.2,0.877824,0.274176,
797,29.0,2.0,2.0,4.0,16.0,10.5,0.43344,1.24656,
798,40.0,1.0,23.0,16.0,81.0,10.9,0.997677,7.831323,
799,47.0,1.0,3.0,1.0,21.0,15.4,0.067914,3.166086,
800,24.0,1.0,1.0,5.0,16.0,9.2,0.185472,1.286528,
801,35.0,2.0,0.0,6.0,35.0,12.4,2.38266,1.95734,
802,38.0,1.0,1.0,9.0,42.0,9.1,0.890526,2.931474,
803,48.0,1.0,10.0,0.0,70.0,28.2,10.67934,9.06066,
804,35.0,2.0,12.0,12.0,64.0,15.0,1.4496,8.1504,
805,27.0,1.0,11.0,1.0,21.0,11.4,0.914508,1.479492,
806,47.0,3.0,16.0,7.0,266.0,2.0,2.19184,3.12816,
807,31.0,1.0,3.0,5.0,16.0,32.3,3.064624,2.103376,
808,30.0,1.0,12.0,4.0,40.0,7.0,1.2488,1.5512,
809,29.0,2.0,10.0,3.0,61.0,6.2,0.798002,2.983998,
810,26.0,4.0,1.0,6.0,64.0,23.3,7.75424,7.15776,
811,38.0,1.0,21.0,,65.0,16.8,2.53344,8.38656,
812,45.0,1.0,7.0,,29.0,6.1,0.739442,1.029558,
813,29.0,1.0,3.0,,23.0,9.3,1.103724,1.035276,
814,52.0,1.0,17.0,,73.0,8.7,,5.296734,
815,24.0,1.0,1.0,0.0,20.0,4.1,,0.49528,
816,,2.0,8.0,13.0,27.0,9.8,,1.000188,
817,,2.0,0.0,18.0,21.0,4.6,,0.353556,
818,,1.0,0.0,,15.0,5.4,0.38556,0.42444,
819,26.0,1.0,2.0,,22.0,6.4,0.236544,1.171456,
820,,1.0,16.0,,37.0,17.2,4.212968,2.151032,
821,,1.0,9.0,,66.0,8.8,2.340624,3.467376,
822,45.0,3.0,8.0,1.0,140.0,13.9,4.1839,15.2761,
823,24.0,1.0,5.0,1.0,46.0,3.8,0.529644,1.218356,
824,44.0,3.0,7.0,16.0,78.0,10.5,3.15315,5.03685,
825,29.0,2.0,0.0,7.0,23.0,8.0,1.242,0.598,
826,22.0,2.0,0.0,0.0,14.0,17.1,0.241794,2.152206,
827,38.0,1.0,16.0,8.0,37.0,8.6,0.082732,3.099268,
828,46.0,1.0,6.0,19.0,30.0,17.6,1.41504,3.86496,
829,46.0,4.0,7.0,16.0,73.0,1.1,0.555676,0.247324,
830,32.0,1.0,13.0,11.0,25.0,7.5,0.59625,1.27875,
831,39.0,3.0,16.0,10.0,126.0,6.8,1.405152,7.162848,
832,40.0,2.0,15.0,19.0,138.0,4.1,1.222128,4.435872,
833,47.0,1.0,16.0,19.0,110.0,12.6,5.8212,8.0388,
834,28.0,,10.0,1.0,42.0,8.6,1.04748,2.56452,
835,36.0,,19.0,8.0,45.0,12.1,0.920205,4.524795,
836,41.0,2.0,13.0,1.0,93.0,14.7,9.542358,4.128642,
837,31.0,2.0,12.0,8.0,44.0,9.6,1.867008,2.356992,
838,39.0,1.0,20.0,8.0,,4.1,,2.515924,
839,37.0,1.0,4.0,10.0,,14.2,,2.988816,
840,35.0,2.0,11.0,1.0,62.0,32.4,,10.385496,
841,35.0,4.0,10.0,12.0,45.0,8.5,,2.7846,
842,51.0,4.0,15.0,30.0,,13.6,2.011984,1.524016,
843,36.0,1.0,5.0,2.0,,7.0,0.72387,1.16613,
844,23.0,1.0,3.0,4.0,,3.1,0.045539,0.357461,
845,34.0,1.0,12.0,15.0,32.0,2.7,0.239328,0.624672,
846,32.0,2.0,12.0,11.0,116.0,5.7,4.026708,2.585292,
847,48.0,1.0,13.0,11.0,38.0,10.8,0.722304,3.381696,
848,35.0,2.0,1.0,11.0,24.0,7.8,0.417456,1.454544,
849,37.0,1.0,20.0,13.0,41.0,12.9,0.89913,4.38987,
